Time;Race_id;Driver;DriverNumber;LapNumber;Stint;IsPersonalBest;Compound;TyreLife;FreshTyre;Team;LapStartTime;Position;Deleted;IsAccurate;LapTimeSec;Sector1TimeSec;Sector2TimeSec;Sector3TimeSec;GapToLeader;V_max
0 days 01:40:45.541000;2026055;GAS;10;29,0;1,0;True;MEDIUM;29,0;True;Alpine;0 days 01:39:28.674000;9,0;False;True;76,867;21,903;24,419;30,545;60,25600000000031;314,0
0 days 01:42:38.274000;2026055;GAS;10;30,0;1,0;False;MEDIUM;30,0;True;Alpine;0 days 01:40:45.541000;8,0;False;False;112,733;21,915;37,796;53,022;61,371000000000095;294,0
0 days 01:44:23.010000;2026055;GAS;10;31,0;2,0;False;HARD;1,0;True;Alpine;0 days 01:42:38.274000;8,0;False;False;104,736;31,349;36,353;37,034;97,7430000000004;250,0
0 days 01:45:43.714000;2026055;GAS;10;32,0;2,0;False;HARD;2,0;True;Alpine;0 days 01:44:23.010000;8,0;False;False;80,704;24,548;25,222;30,934;83,23999999999978;314,0
0 days 01:47:01.831000;2026055;GAS;10;33,0;2,0;False;HARD;3,0;True;Alpine;0 days 01:45:43.714000;8,0;False;True;78,117;22,565;24,687;30,865;62,84299999999985;316,0
0 days 01:48:19.300000;2026055;GAS;10;34,0;2,0;False;HARD;4,0;True;Alpine;0 days 01:47:01.831000;8,0;False;True;77,469;22,162;24,8;30,507;61,69499999999971;317,0
0 days 01:49:36.689000;2026055;GAS;10;35,0;2,0;False;HARD;5,0;True;Alpine;0 days 01:48:19.300000;8,0;False;True;77,389;22,203;24,574;30,612;62,873999999999796;314,0
0 days 01:50:53.922000;2026055;GAS;10;36,0;2,0;False;HARD;6,0;True;Alpine;0 days 01:49:36.689000;9,0;False;True;77,233;21,854;24,38;30,999;64,16200000000026;314,0
0 days 01:52:10.844000;2026055;GAS;10;37,0;2,0;False;HARD;7,0;True;Alpine;0 days 01:50:53.922000;9,0;False;True;76,922;21,962;24,589;30,371;65,6869999999999;328,0
0 days 01:53:29.753000;2026055;GAS;10;38,0;2,0;False;HARD;8,0;True;Alpine;0 days 01:52:10.844000;9,0;False;True;78,909;22,104;26,081;30,724;67,14300000000003;312,0
0 days 01:54:46.588000;2026055;GAS;10;39,0;2,0;True;HARD;9,0;True;Alpine;0 days 01:53:29.753000;8,0;False;True;76,835;21,931;24,254;30,65;70,81700000000001;313,0
0 days 01:56:03.173000;2026055;GAS;10;40,0;2,0;True;HARD;10,0;True;Alpine;0 days 01:54:46.588000;8,0;False;True;76,585;21,767;24,26;30,558;72,36200000000008;314,0
0 days 01:57:19.568000;2026055;GAS;10;41,0;2,0;True;HARD;11,0;True;Alpine;0 days 01:56:03.173000;8,0;False;True;76,395;21,623;24,312;30,46;73,07600000000002;314,0
0 days 01:58:35.813000;2026055;GAS;10;42,0;2,0;True;HARD;12,0;True;Alpine;0 days 01:57:19.568000;8,0;False;True;76,245;21,68;24,132;30,433;71,5659999999998;314,0
0 days 01:59:52.032000;2026055;GAS;10;43,0;2,0;True;HARD;13,0;True;Alpine;0 days 01:58:35.813000;8,0;False;True;76,219;21,763;24,209;30,247;72,56700000000001;317,0
0 days 02:01:09.891000;2026055;GAS;10;44,0;2,0;False;HARD;14,0;True;Alpine;0 days 01:59:52.032000;8,0;False;True;77,859;21,867;25,493;30,499;73,97199999999975;320,0
0 days 02:02:43.371000;2026055;GAS;10;45,0;2,0;False;HARD;15,0;True;Alpine;0 days 02:01:09.891000;8,0;False;False;93,48;22,172;33,697;37,611;76,65200000000004;307,0
0 days 02:04:00.259000;2026055;GAS;10;46,0;2,0;False;HARD;16,0;True;Alpine;0 days 02:02:43.371000;8,0;False;True;76,888;21,934;24,36;30,594;94,85599999999977;317,0
0 days 02:05:18.625000;2026055;GAS;10;47,0;2,0;False;HARD;17,0;True;Alpine;0 days 02:04:00.259000;8,0;False;True;78,366;21,807;24,167;32,392;78,35900000000038;310,0
0 days 02:06:36.214000;2026055;GAS;10;48,0;2,0;False;HARD;18,0;True;Alpine;0 days 02:05:18.625000;8,0;False;True;77,589;21,844;24,31;31,435;80,84799999999996;322,0
0 days 02:07:52.900000;2026055;GAS;10;49,0;2,0;False;HARD;19,0;True;Alpine;0 days 02:06:36.214000;8,0;False;True;76,686;21,902;24,253;30,531;83,41799999999967;326,0
0 days 02:09:08.965000;2026055;GAS;10;50,0;2,0;True;HARD;20,0;True;Alpine;0 days 02:07:52.900000;8,0;False;True;76,065;21,722;24,175;30,168;85,16899999999987;329,0
0 days 02:10:30.510000;2026055;GAS;10;51,0;2,0;False;HARD;21,0;True;Alpine;0 days 02:09:08.965000;8,0;False;False;81,545;21,631;24,082;35,832;86,46399999999994;330,0
0 days 02:12:14.320000;2026055;GAS;10;52,0;2,0;False;HARD;22,0;True;Alpine;0 days 02:10:30.510000;8,0;False;False;103,81;28,542;32,5;42,768;93,40500000000065;260,0
0 days 02:13:35.944000;2026055;GAS;10;53,0;2,0;False;HARD;23,0;True;Alpine;0 days 02:12:14.320000;8,0;False;False;81,624;26,047;25,09;30,487;122,84900000000016;324,0
0 days 02:14:52.310000;2026055;GAS;10;54,0;2,0;False;HARD;24,0;True;Alpine;0 days 02:13:35.944000;8,0;False;True;76,366;21,777;24,308;30,281;98,11700000000019;327,0
0 days 02:16:08.173000;2026055;GAS;10;55,0;2,0;True;HARD;25,0;True;Alpine;0 days 02:14:52.310000;8,0;False;True;75,863;21,687;24,094;30,082;90,84700000000066;329,0
0 days 02:17:24.034000;2026055;GAS;10;56,0;2,0;True;HARD;26,0;True;Alpine;0 days 02:16:08.173000;8,0;False;True;75,861;21,602;24,125;30,134;91,32299999999941;330,0
0 days 02:18:39.819000;2026055;GAS;10;57,0;2,0;True;HARD;27,0;True;Alpine;0 days 02:17:24.034000;8,0;False;True;75,785;21,613;24,144;30,028;92,17499999999927;328,0
0 days 02:19:55.802000;2026055;GAS;10;58,0;2,0;False;HARD;28,0;True;Alpine;0 days 02:18:39.819000;8,0;False;True;75,983;21,573;24,106;30,304;93,05099999999948;330,0
0 days 02:21:11.554000;2026055;GAS;10;59,0;2,0;True;HARD;29,0;True;Alpine;0 days 02:19:55.802000;8,0;False;True;75,752;21,72;24,109;29,923;94,33300000000054;329,0
0 days 02:22:27.481000;2026055;GAS;10;60,0;2,0;False;HARD;30,0;True;Alpine;0 days 02:21:11.554000;8,0;False;True;75,927;21,565;24,123;30,239;95,29500000000007;331,0
0 days 02:23:43.376000;2026055;GAS;10;61,0;2,0;False;HARD;31,0;True;Alpine;0 days 02:22:27.481000;8,0;False;True;75,895;21,642;24,171;30,082;96,77700000000004;331,0
0 days 02:24:59.497000;2026055;GAS;10;62,0;2,0;False;HARD;32,0;True;Alpine;0 days 02:23:43.376000;8,0;False;True;76,121;21,595;24,05;30,476;98,33200000000033;333,0
0 days 02:26:15.318000;2026055;GAS;10;63,0;2,0;False;HARD;33,0;True;Alpine;0 days 02:24:59.497000;8,0;False;True;75,821;21,691;24,053;30,077;99,03999999999905;332,0
0 days 02:27:32.171000;2026055;GAS;10;64,0;2,0;False;HARD;34,0;True;Alpine;0 days 02:26:15.318000;8,0;True;True;76,853;21,77;24,235;30,848;100,1349999999984;345,0
0 days 02:28:50.644000;2026055;GAS;10;65,0;2,0;False;HARD;35,0;True;Alpine;0 days 02:27:32.171000;8,0;False;True;78,473;22,708;24,458;31,307;101,8690000000006;346,0
0 days 02:30:07.484000;2026055;GAS;10;66,0;2,0;False;HARD;36,0;True;Alpine;0 days 02:28:50.644000;8,0;False;True;76,84;21,781;25,051;30,008;105,57300000000032;326,0
0 days 02:31:22.874000;2026055;GAS;10;67,0;2,0;True;HARD;37,0;True;Alpine;0 days 02:30:07.484000;8,0;False;True;75,39;21,458;24,076;29,856;108,0010000000002;329,0
0 days 01:04:10.925000;2026055;PER;11;1,0;1,0;False;INTERMEDIATE;1,0;True;Cadillac;0 days 01:02:32.281000;17,0;False;False;98,381;0,0;29,244;33,875;0,0;0,0
0 days 01:05:55.944000;2026055;PER;11;2,0;1,0;False;INTERMEDIATE;2,0;True;Cadillac;0 days 01:04:10.925000;21,0;False;False;105,019;25,507;28,039;51,473;11,041000000000167;0,0
0 days 01:07:23.062000;2026055;PER;11;3,0;2,0;False;SOFT;1,0;True;Cadillac;0 days 01:05:55.944000;20,0;False;False;87,118;27,703;27,271;32,144;34,61299999999983;0,0
0 days 01:08:44.670000;2026055;PER;11;4,0;2,0;True;SOFT;2,0;True;Cadillac;0 days 01:07:23.062000;20,0;False;True;81,608;23,776;26,296;31,536;42,75700000000006;0,0
0 days 01:10:04.771000;2026055;PER;11;5,0;2,0;True;SOFT;3,0;True;Cadillac;0 days 01:08:44.670000;20,0;False;True;80,101;22,979;25,402;31,72;46,391000000000076;0,0
0 days 01:11:23.828000;2026055;PER;11;6,0;2,0;True;SOFT;4,0;True;Cadillac;0 days 01:10:04.771000;20,0;False;True;79,057;22,805;25,224;31,028;49,43399999999929;0,0
0 days 01:12:42.549000;2026055;PER;11;7,0;2,0;True;SOFT;5,0;True;Cadillac;0 days 01:11:23.828000;20,0;False;True;78,721;22,639;25,159;30,923;50,78100000000086;0,0
0 days 01:14:01.261000;2026055;PER;11;8,0;2,0;True;SOFT;6,0;True;Cadillac;0 days 01:12:42.549000;20,0;False;True;78,712;22,71;25,14;30,862;52,628999999999905;0,0
0 days 01:15:20.347000;2026055;PER;11;9,0;2,0;False;SOFT;7,0;True;Cadillac;0 days 01:14:01.261000;20,0;False;True;79,086;22,794;25,276;31,016;55,29400000000078;0,0
0 days 01:16:38.844000;2026055;PER;11;10,0;2,0;True;SOFT;8,0;True;Cadillac;0 days 01:15:20.347000;20,0;False;True;78,497;22,443;25,036;31,018;58,53200000000015;0,0
0 days 01:17:57.407000;2026055;PER;11;11,0;2,0;False;SOFT;9,0;True;Cadillac;0 days 01:16:38.844000;20,0;False;True;78,563;22,542;25,179;30,842;61,28899999999976;0,0
0 days 01:19:16.094000;2026055;PER;11;12,0;2,0;False;SOFT;10,0;True;Cadillac;0 days 01:17:57.407000;18,0;False;True;78,687;22,563;25,081;31,043;64,22199999999975;0,0
0 days 01:20:35.365000;2026055;PER;11;13,0;2,0;False;SOFT;11,0;True;Cadillac;0 days 01:19:16.094000;17,0;False;True;79,271;22,759;25,361;31,151;66,9930000000004;0,0
0 days 01:21:54.571000;2026055;PER;11;14,0;2,0;False;SOFT;12,0;True;Cadillac;0 days 01:20:35.365000;17,0;False;True;79,206;22,64;25,313;31,253;68,43099999999959;0,0
0 days 01:23:30.752000;2026055;PER;11;15,0;2,0;False;SOFT;13,0;True;Cadillac;0 days 01:21:54.571000;18,0;False;False;96,181;22,417;25,115;48,649;71,51099999999951;0,0
0 days 01:24:54.950000;2026055;PER;11;16,0;3,0;False;MEDIUM;1,0;True;Cadillac;0 days 01:23:30.752000;18,0;False;False;84,198;26,146;26,299;31,753;92,0570000000007;0,0
0 days 01:26:14.757000;2026055;PER;11;17,0;3,0;False;MEDIUM;2,0;True;Cadillac;0 days 01:24:54.950000;18,0;False;True;79,807;22,933;25,486;31,388;100,84400000000005;0,0
0 days 01:27:33.879000;2026055;PER;11;18,0;3,0;False;MEDIUM;3,0;True;Cadillac;0 days 01:26:14.757000;18,0;False;True;79,122;22,65;25,314;31,158;104,11999999999989;0,0
0 days 01:28:52.469000;2026055;PER;11;19,0;3,0;False;MEDIUM;4,0;True;Cadillac;0 days 01:27:33.879000;18,0;False;True;78,59;22,467;25,118;31,005;107,52700000000004;0,0
0 days 01:30:11.037000;2026055;PER;11;20,0;3,0;False;MEDIUM;5,0;True;Cadillac;0 days 01:28:52.469000;18,0;False;True;78,568;22,254;25,017;31,297;110,52999999999975;0,0
0 days 01:31:30.425000;2026055;PER;11;21,0;3,0;False;MEDIUM;6,0;True;Cadillac;0 days 01:30:11.037000;18,0;False;True;79,388;23,612;25,049;30,727;113,53900000000067;0,0
0 days 01:32:48.385000;2026055;PER;11;22,0;3,0;True;MEDIUM;7,0;True;Cadillac;0 days 01:31:30.425000;18,0;False;True;77,96;22,342;24,847;30,771;117,48800000000028;0,0
0 days 01:34:06.321000;2026055;PER;11;23,0;3,0;True;MEDIUM;8,0;True;Cadillac;0 days 01:32:48.385000;18,0;False;True;77,936;22,17;24,996;30,77;119,26600000000053;0,0
0 days 01:35:24.533000;2026055;PER;11;24,0;3,0;False;MEDIUM;9,0;True;Cadillac;0 days 01:34:06.321000;18,0;False;True;78,212;22,293;24,943;30,976;121,78899999999976;0,0
0 days 01:36:42.996000;2026055;PER;11;25,0;3,0;False;MEDIUM;10,0;True;Cadillac;0 days 01:35:24.533000;17,0;False;True;78,463;22,633;24,865;30,965;123,53600000000006;0,0
0 days 01:38:01.100000;2026055;PER;11;26,0;3,0;False;MEDIUM;11,0;True;Cadillac;0 days 01:36:42.996000;17,0;False;True;78,104;22,332;24,875;30,897;123,45600000000013;0,0
0 days 01:39:19.578000;2026055;PER;11;27,0;3,0;False;MEDIUM;12,0;True;Cadillac;0 days 01:38:01.100000;17,0;False;True;78,478;22,352;25,051;31,075;125,07999999999993;0,0
0 days 01:40:37.565000;2026055;PER;11;28,0;3,0;False;MEDIUM;13,0;True;Cadillac;0 days 01:39:19.578000;17,0;False;True;77,987;22,371;24,872;30,744;127,58700000000044;0,0
0 days 01:42:29.674000;2026055;PER;11;29,0;3,0;False;MEDIUM;14,0;True;Cadillac;0 days 01:40:37.565000;17,0;False;False;112,109;22,133;32,683;57,293;129,14699999999993;0,0
0 days 01:44:17.685000;2026055;PER;11;30,0;4,0;False;SOFT;1,0;True;Cadillac;0 days 01:42:29.674000;16,0;False;False;108,011;28,915;39,286;39,81;165,5039999999999;0,0
0 days 01:45:41.101000;2026055;PER;11;31,0;4,0;False;SOFT;2,0;True;Cadillac;0 days 01:44:17.685000;16,0;False;False;83,416;24,472;27,064;31,88;197,15400000000045;0,0
0 days 01:47:00.349000;2026055;PER;11;32,0;4,0;False;SOFT;3,0;True;Cadillac;0 days 01:45:41.101000;16,0;False;True;79,248;23,131;25,328;30,789;161,33099999999922;0,0
0 days 01:48:21.602000;2026055;PER;11;33,0;4,0;False;SOFT;4,0;True;Cadillac;0 days 01:47:00.349000;16,0;False;True;81,253;22,569;25,365;33,319;139,47800000000007;0,0
0 days 01:49:39.714000;2026055;PER;11;34,0;4,0;False;SOFT;5,0;True;Cadillac;0 days 01:48:21.602000;16,0;False;True;78,112;22,6;24,88;30,632;141,46599999999944;0,0
0 days 01:50:56.834000;2026055;PER;11;35,0;4,0;True;SOFT;6,0;True;Cadillac;0 days 01:49:39.714000;16,0;False;True;77,12;22,193;24,605;30,322;143,28799999999956;0,0
0 days 01:52:14.232000;2026055;PER;11;36,0;4,0;False;SOFT;7,0;True;Cadillac;0 days 01:50:56.834000;16,0;False;True;77,398;22,208;24,571;30,619;144,3069999999998;0,0
0 days 01:53:31.147000;2026055;PER;11;37,0;4,0;True;SOFT;8,0;True;Cadillac;0 days 01:52:14.232000;16,0;False;True;76,915;22,178;24,503;30,234;145,9970000000003;0,0
0 days 01:54:48.570000;2026055;PER;11;38,0;4,0;False;SOFT;9,0;True;Cadillac;0 days 01:53:31.147000;15,0;False;True;77,423;22,336;24,636;30,451;147,4459999999999;0,0
0 days 01:56:09.434000;2026055;PER;11;39,0;4,0;False;SOFT;10,0;True;Cadillac;0 days 01:54:48.570000;15,0;False;True;80,864;22,461;26,809;31,594;149,63400000000001;0,0
0 days 01:57:22.618000;2026055;PER;11;40,0;4,0;False;SOFT;11,0;True;Cadillac;0 days 01:56:09.434000;14,0;False;False;0,0;22,469;24,759;0,0;155,20800000000054;0,0
0 days 01:03:59.884000;2026055;ANT;12;1,0;1,0;False;SOFT;5,0;False;Mercedes;0 days 01:02:32.281000;2,0;False;False;87,34;0,0;26,222;31,942;0,0;322,0
0 days 01:05:21.331000;2026055;ANT;12;2,0;1,0;True;SOFT;6,0;False;Mercedes;0 days 01:03:59.884000;1,0;False;True;81,447;23,454;25,6;32,393;0,0;315,0
0 days 01:06:40.305000;2026055;ANT;12;3,0;1,0;True;SOFT;7,0;False;Mercedes;0 days 01:05:21.331000;1,0;False;True;78,974;22,886;24,922;31,166;0,0;315,0
0 days 01:07:58.279000;2026055;ANT;12;4,0;1,0;True;SOFT;8,0;False;Mercedes;0 days 01:06:40.305000;1,0;False;True;77,974;22,389;24,665;30,92;0,0;312,0
0 days 01:09:15.337000;2026055;ANT;12;5,0;1,0;True;SOFT;9,0;False;Mercedes;0 days 01:07:58.279000;1,0;False;True;77,058;22,001;24,485;30,572;0,0;312,0
0 days 01:10:33.047000;2026055;ANT;12;6,0;1,0;False;SOFT;10,0;False;Mercedes;0 days 01:09:15.337000;2,0;True;True;77,71;21,991;24,326;31,393;0,0;310,0
0 days 01:11:49.920000;2026055;ANT;12;7,0;1,0;True;SOFT;11,0;False;Mercedes;0 days 01:10:33.047000;2,0;False;True;76,873;22,33;24,415;30,128;0,0;324,0
0 days 01:13:05.967000;2026055;ANT;12;8,0;1,0;True;SOFT;12,0;False;Mercedes;0 days 01:11:49.920000;2,0;False;True;76,047;21,72;24,125;30,202;0,0;319,0
0 days 01:14:21.815000;2026055;ANT;12;9,0;1,0;True;SOFT;13,0;False;Mercedes;0 days 01:13:05.967000;2,0;False;True;75,848;21,781;24,074;29,993;0,0;328,0
0 days 01:15:37.555000;2026055;ANT;12;10,0;1,0;True;SOFT;14,0;False;Mercedes;0 days 01:14:21.815000;2,0;False;True;75,74;21,638;24,005;30,097;0,0;320,0
0 days 01:16:53.185000;2026055;ANT;12;11,0;1,0;True;SOFT;15,0;False;Mercedes;0 days 01:15:37.555000;2,0;False;True;75,63;21,538;24,042;30,05;0,0;321,0
0 days 01:18:09.101000;2026055;ANT;12;12,0;1,0;False;SOFT;16,0;False;Mercedes;0 days 01:16:53.185000;2,0;False;True;75,916;21,512;23,989;30,415;0,0;313,0
0 days 01:19:26.934000;2026055;ANT;12;13,0;1,0;False;SOFT;17,0;False;Mercedes;0 days 01:18:09.101000;2,0;False;True;77,833;22,734;24,512;30,587;0,0;321,0
0 days 01:20:43.060000;2026055;ANT;12;14,0;1,0;False;SOFT;18,0;False;Mercedes;0 days 01:19:26.934000;2,0;False;True;76,126;21,638;24,14;30,348;0,0;331,0
0 days 01:21:58.695000;2026055;ANT;12;15,0;1,0;False;SOFT;19,0;False;Mercedes;0 days 01:20:43.060000;2,0;False;True;75,635;21,585;23,961;30,089;0,0;333,0
0 days 01:23:14.106000;2026055;ANT;12;16,0;1,0;True;SOFT;20,0;False;Mercedes;0 days 01:21:58.695000;2,0;False;True;75,411;21,581;24,003;29,827;0,0;334,0
0 days 01:24:30.637000;2026055;ANT;12;17,0;1,0;False;SOFT;21,0;False;Mercedes;0 days 01:23:14.106000;2,0;False;True;76,531;21,601;24,215;30,715;0,0;333,0
0 days 01:25:46.352000;2026055;ANT;12;18,0;1,0;False;SOFT;22,0;False;Mercedes;0 days 01:24:30.637000;2,0;False;True;75,715;21,72;24,173;29,822;0,0;335,0
0 days 01:27:01.939000;2026055;ANT;12;19,0;1,0;False;SOFT;23,0;False;Mercedes;0 days 01:25:46.352000;2,0;False;True;75,587;21,707;24,079;29,801;0,0;335,0
0 days 01:28:17.498000;2026055;ANT;12;20,0;1,0;False;SOFT;24,0;False;Mercedes;0 days 01:27:01.939000;2,0;False;True;75,559;21,66;24,084;29,815;0,0;334,0
0 days 01:29:32.937000;2026055;ANT;12;21,0;1,0;False;SOFT;25,0;False;Mercedes;0 days 01:28:17.498000;2,0;False;True;75,439;21,58;23,96;29,899;0,0;345,0
0 days 01:30:49.119000;2026055;ANT;12;22,0;1,0;False;SOFT;26,0;False;Mercedes;0 days 01:29:32.937000;1,0;False;True;76,182;22,121;24,233;29,828;0,0;343,0
0 days 01:32:04.532000;2026055;ANT;12;23,0;1,0;False;SOFT;27,0;False;Mercedes;0 days 01:30:49.119000;1,0;False;True;75,413;21,467;24,151;29,795;0,0;330,0
0 days 01:33:20.997000;2026055;ANT;12;24,0;1,0;False;SOFT;28,0;False;Mercedes;0 days 01:32:04.532000;1,0;True;True;76,465;21,38;24,25;30,835;0,0;336,0
0 days 01:34:39.540000;2026055;ANT;12;25,0;1,0;False;SOFT;29,0;False;Mercedes;0 days 01:33:20.997000;2,0;False;True;78,543;22,432;25,706;30,405;0,0;337,0
0 days 01:35:56.020000;2026055;ANT;12;26,0;1,0;False;SOFT;30,0;False;Mercedes;0 days 01:34:39.540000;2,0;False;True;76,48;21,99;24,427;30,063;0,0;345,0
0 days 01:37:11.991000;2026055;ANT;12;27,0;1,0;False;SOFT;31,0;False;Mercedes;0 days 01:35:56.020000;2,0;False;True;75,971;21,874;24,201;29,896;0,0;342,0
0 days 01:38:28.418000;2026055;ANT;12;28,0;1,0;False;SOFT;32,0;False;Mercedes;0 days 01:37:11.991000;2,0;False;True;76,427;22,056;24,401;29,97;0,0;345,0
0 days 01:39:44.170000;2026055;ANT;12;29,0;1,0;False;SOFT;33,0;False;Mercedes;0 days 01:38:28.418000;2,0;False;True;75,752;22,017;24,009;29,726;0,0;346,0
0 days 01:41:00.531000;2026055;ANT;12;30,0;1,0;False;SOFT;34,0;False;Mercedes;0 days 01:39:44.170000;1,0;False;True;76,361;21,786;24,587;29,988;0,0;334,0
0 days 01:42:59.770000;2026055;ANT;12;31,0;1,0;False;SOFT;35,0;False;Mercedes;0 days 01:41:00.531000;1,0;False;False;119,239;26,854;37,012;55,373;0,0;281,0
0 days 01:44:40.871000;2026055;ANT;12;32,0;2,0;False;MEDIUM;1,0;True;Mercedes;0 days 01:42:59.770000;1,0;False;False;101,101;28,986;34,74;37,375;0,0;294,0
0 days 01:46:00.136000;2026055;ANT;12;33,0;2,0;False;MEDIUM;2,0;True;Mercedes;0 days 01:44:40.871000;1,0;False;True;79,265;22,882;25,561;30,822;0,0;320,0
0 days 01:47:16.426000;2026055;ANT;12;34,0;2,0;False;MEDIUM;3,0;True;Mercedes;0 days 01:46:00.136000;1,0;False;True;76,29;21,855;24,269;30,166;0,0;327,0
0 days 01:48:32.527000;2026055;ANT;12;35,0;2,0;False;MEDIUM;4,0;True;Mercedes;0 days 01:47:16.426000;1,0;False;True;76,101;21,607;24,405;30,089;0,0;322,0
0 days 01:49:48.235000;2026055;ANT;12;36,0;2,0;False;MEDIUM;5,0;True;Mercedes;0 days 01:48:32.527000;1,0;False;True;75,708;21,535;24,03;30,143;0,0;314,0
0 days 01:51:03.701000;2026055;ANT;12;37,0;2,0;False;MEDIUM;6,0;True;Mercedes;0 days 01:49:48.235000;1,0;False;True;75,466;21,359;23,94;30,167;0,0;315,0
0 days 01:52:18.936000;2026055;ANT;12;38,0;2,0;True;MEDIUM;7,0;True;Mercedes;0 days 01:51:03.701000;1,0;False;True;75,235;21,321;23,936;29,978;0,0;319,0
0 days 01:53:34.226000;2026055;ANT;12;39,0;2,0;False;MEDIUM;8,0;True;Mercedes;0 days 01:52:18.936000;1,0;False;True;75,29;21,388;24,021;29,881;0,0;321,0
0 days 01:54:50.097000;2026055;ANT;12;40,0;2,0;False;MEDIUM;9,0;True;Mercedes;0 days 01:53:34.226000;1,0;False;True;75,871;21,34;24,012;30,519;0,0;321,0
0 days 01:56:08.002000;2026055;ANT;12;41,0;2,0;False;MEDIUM;10,0;True;Mercedes;0 days 01:54:50.097000;1,0;False;True;77,905;21,69;25,939;30,276;0,0;315,0
0 days 01:57:23.246000;2026055;ANT;12;42,0;2,0;False;MEDIUM;11,0;True;Mercedes;0 days 01:56:08.002000;1,0;False;True;75,244;21,285;23,963;29,996;0,0;317,0
0 days 01:58:38.060000;2026055;ANT;12;43,0;2,0;True;MEDIUM;12,0;True;Mercedes;0 days 01:57:23.246000;1,0;False;True;74,814;21,128;23,801;29,885;0,0;318,0
0 days 01:59:53.239000;2026055;ANT;12;44,0;2,0;False;MEDIUM;13,0;True;Mercedes;0 days 01:58:38.060000;1,0;False;True;75,179;21,308;23,88;29,991;0,0;321,0
0 days 02:01:08.515000;2026055;ANT;12;45,0;2,0;False;MEDIUM;14,0;True;Mercedes;0 days 01:59:53.239000;1,0;False;True;75,276;21,378;23,961;29,937;0,0;318,0
0 days 02:02:41.900000;2026055;ANT;12;46,0;2,0;False;MEDIUM;15,0;True;Mercedes;0 days 02:01:08.515000;1,0;False;False;93,385;21,219;32,216;39,95;0,0;287,0
0 days 02:03:57.777000;2026055;ANT;12;47,0;2,0;False;MEDIUM;16,0;True;Mercedes;0 days 02:02:41.900000;1,0;False;True;75,877;21,84;23,88;30,157;0,0;320,0
0 days 02:05:12.796000;2026055;ANT;12;48,0;2,0;False;MEDIUM;17,0;True;Mercedes;0 days 02:03:57.777000;1,0;False;True;75,019;21,109;23,688;30,222;0,0;313,0
0 days 02:06:27.731000;2026055;ANT;12;49,0;2,0;False;MEDIUM;18,0;True;Mercedes;0 days 02:05:12.796000;1,0;False;True;74,935;21,12;23,79;30,025;0,0;315,0
0 days 02:07:42.501000;2026055;ANT;12;50,0;2,0;True;MEDIUM;19,0;True;Mercedes;0 days 02:06:27.731000;1,0;False;True;74,77;21,099;23,646;30,025;0,0;313,0
0 days 02:08:57.105000;2026055;ANT;12;51,0;2,0;True;MEDIUM;20,0;True;Mercedes;0 days 02:07:42.501000;1,0;False;True;74,604;21,101;23,642;29,861;0,0;321,0
0 days 02:10:11.471000;2026055;ANT;12;52,0;2,0;True;MEDIUM;21,0;True;Mercedes;0 days 02:08:57.105000;1,0;False;True;74,366;21,05;23,653;29,663;0,0;322,0
0 days 02:11:57.827000;2026055;ANT;12;53,0;2,0;False;MEDIUM;22,0;True;Mercedes;0 days 02:10:11.471000;1,0;False;False;106,356;30,277;33,041;43,038;0,0;287,0
0 days 02:13:21.463000;2026055;ANT;12;54,0;2,0;False;MEDIUM;23,0;True;Mercedes;0 days 02:11:57.827000;1,0;False;False;83,636;27,668;25,392;30,576;0,0;321,0
0 days 02:14:36.850000;2026055;ANT;12;55,0;2,0;False;MEDIUM;24,0;True;Mercedes;0 days 02:13:21.463000;1,0;False;True;75,387;21,477;23,954;29,956;0,0;319,0
0 days 02:15:51.859000;2026055;ANT;12;56,0;2,0;False;MEDIUM;25,0;True;Mercedes;0 days 02:14:36.850000;1,0;False;True;75,009;21,261;24,022;29,726;0,0;323,0
0 days 02:17:06.768000;2026055;ANT;12;57,0;2,0;False;MEDIUM;26,0;True;Mercedes;0 days 02:15:51.859000;1,0;False;True;74,909;21,203;23,906;29,8;0,0;320,0
0 days 02:18:21.469000;2026055;ANT;12;58,0;2,0;False;MEDIUM;27,0;True;Mercedes;0 days 02:17:06.768000;1,0;False;True;74,701;21,192;23,678;29,831;0,0;317,0
0 days 02:19:36.259000;2026055;ANT;12;59,0;2,0;False;MEDIUM;28,0;True;Mercedes;0 days 02:18:21.469000;1,0;False;True;74,79;21,055;23,765;29,97;0,0;317,0
0 days 02:20:50.704000;2026055;ANT;12;60,0;2,0;False;MEDIUM;29,0;True;Mercedes;0 days 02:19:36.259000;1,0;False;True;74,445;21,244;23,692;29,509;0,0;321,0
0 days 02:22:05.044000;2026055;ANT;12;61,0;2,0;True;MEDIUM;30,0;True;Mercedes;0 days 02:20:50.704000;1,0;False;True;74,34;21,105;23,59;29,645;0,0;326,0
0 days 02:23:20.457000;2026055;ANT;12;62,0;2,0;False;MEDIUM;31,0;True;Mercedes;0 days 02:22:05.044000;1,0;False;True;75,413;22,236;23,657;29,52;0,0;328,0
0 days 02:24:35.183000;2026055;ANT;12;63,0;2,0;False;MEDIUM;32,0;True;Mercedes;0 days 02:23:20.457000;1,0;False;True;74,726;21,23;23,885;29,611;0,0;321,0
