Time;Race_id;Driver;DriverNumber;LapNumber;Stint;IsPersonalBest;Compound;TyreLife;FreshTyre;Team;LapStartTime;Position;Deleted;IsAccurate;LapTimeSec;Sector1TimeSec;Sector2TimeSec;Sector3TimeSec;GapToLeader;V_max
0 days 01:03:56.437000;2026015;NOR;1;1,0;1,0;False;MEDIUM;1,0;True;McLaren;0 days 01:02:19.743000;6,0;False;False;96,458;0,0;18,163;38,796;0,0;333,0
0 days 01:05:23.781000;2026015;NOR;1;2,0;1,0;True;MEDIUM;2,0;True;McLaren;0 days 01:03:56.437000;6,0;False;True;87,344;31,074;18,116;38,154;3,7640000000001237;325,0
0 days 01:06:50.644000;2026015;NOR;1;3,0;1,0;True;MEDIUM;3,0;True;McLaren;0 days 01:05:23.781000;7,0;False;True;86,863;30,541;18,252;38,07;6,101000000000113;321,0
0 days 01:08:16.501000;2026015;NOR;1;4,0;1,0;True;MEDIUM;4,0;True;McLaren;0 days 01:06:50.644000;7,0;False;True;85,857;30,19;18,193;37,474;6,519999999999982;315,0
0 days 01:09:42.074000;2026015;NOR;1;5,0;1,0;True;MEDIUM;5,0;True;McLaren;0 days 01:08:16.501000;7,0;False;True;85,573;29,93;17,868;37,775;7,588000000000193;329,0
0 days 01:11:07.110000;2026015;NOR;1;6,0;1,0;True;MEDIUM;6,0;True;McLaren;0 days 01:09:42.074000;7,0;False;True;85,036;30,025;17,829;37,182;9,143999999999323;325,0
0 days 01:12:32.088000;2026015;NOR;1;7,0;1,0;True;MEDIUM;7,0;True;McLaren;0 days 01:11:07.110000;7,0;False;True;84,978;30,067;17,764;37,147;9,540999999999258;330,0
0 days 01:13:57.387000;2026015;NOR;1;8,0;1,0;False;MEDIUM;8,0;True;McLaren;0 days 01:12:32.088000;7,0;False;True;85,299;30,191;17,97;37,138;10,420000000000073;325,0
0 days 01:15:23.026000;2026015;NOR;1;9,0;1,0;False;MEDIUM;9,0;True;McLaren;0 days 01:13:57.387000;7,0;False;True;85,639;30,135;17,77;37,734;10,528999999999542;333,0
0 days 01:16:48.321000;2026015;NOR;1;10,0;1,0;False;MEDIUM;10,0;True;McLaren;0 days 01:15:23.026000;7,0;False;True;85,295;30,117;17,924;37,254;10,1899999999996;323,0
0 days 01:18:31.712000;2026015;NOR;1;11,0;1,0;False;MEDIUM;11,0;True;McLaren;0 days 01:16:48.321000;9,0;False;False;103,391;30,117;17,987;55,287;11,372999999999593;323,0
0 days 01:20:29.787000;2026015;NOR;1;12,0;2,0;False;HARD;1,0;True;McLaren;0 days 01:18:31.712000;9,0;False;False;118,075;44,892;27,737;45,446;30,79700000000048;302,0
0 days 01:22:21.719000;2026015;NOR;1;13,0;2,0;False;HARD;2,0;True;McLaren;0 days 01:20:29.787000;9,0;False;False;111,932;41,529;27,589;42,814;22,9320000000007;295,0
0 days 01:23:45.952000;2026015;NOR;1;14,0;2,0;True;HARD;3,0;True;McLaren;0 days 01:22:21.719000;9,0;False;True;84,233;29,882;17,87;36,481;17,204999999999927;322,0
0 days 01:25:09.736000;2026015;NOR;1;15,0;2,0;True;HARD;4,0;True;McLaren;0 days 01:23:45.952000;9,0;False;True;83,784;29,402;17,899;36,483;14,344000000000051;316,0
0 days 01:26:33.648000;2026015;NOR;1;16,0;2,0;False;HARD;5,0;True;McLaren;0 days 01:25:09.736000;9,0;False;True;83,912;29,524;17,919;36,469;15,302999999999884;317,0
0 days 01:27:57.701000;2026015;NOR;1;17,0;2,0;False;HARD;6,0;True;McLaren;0 days 01:26:33.648000;9,0;False;True;84,053;29,442;18,015;36,596;16,29200000000037;316,0
0 days 01:29:33.105000;2026015;NOR;1;18,0;2,0;False;HARD;7,0;True;McLaren;0 days 01:27:57.701000;5,0;False;False;95,404;29,758;17,788;47,858;17,579999999999927;324,0
0 days 01:31:29.175000;2026015;NOR;1;19,0;2,0;False;HARD;8,0;True;McLaren;0 days 01:29:33.105000;5,0;False;False;116,07;42,456;22,738;50,876;24,0049999999992;281,0
0 days 01:32:54.949000;2026015;NOR;1;20,0;2,0;False;HARD;9,0;True;McLaren;0 days 01:31:29.175000;5,0;False;False;85,774;30,612;18,63;36,532;24,81800000000021;298,0
0 days 01:34:18.921000;2026015;NOR;1;21,0;2,0;False;HARD;10,0;True;McLaren;0 days 01:32:54.949000;5,0;False;True;83,972;29,499;18,129;36,344;19,65599999999995;313,0
0 days 01:35:42.608000;2026015;NOR;1;22,0;2,0;True;HARD;11,0;True;McLaren;0 days 01:34:18.921000;5,0;False;True;83,687;29,317;17,999;36,371;20,95800000000054;312,0
0 days 01:37:06.142000;2026015;NOR;1;23,0;2,0;True;HARD;12,0;True;McLaren;0 days 01:35:42.608000;5,0;False;True;83,534;29,254;17,992;36,288;21,75300000000061;313,0
0 days 01:38:29.536000;2026015;NOR;1;24,0;2,0;True;HARD;13,0;True;McLaren;0 days 01:37:06.142000;5,0;False;True;83,394;29,302;17,929;36,163;22,458999999999833;312,0
0 days 01:39:53.036000;2026015;NOR;1;25,0;2,0;False;HARD;14,0;True;McLaren;0 days 01:38:29.536000;5,0;False;True;83,5;29,373;17,925;36,202;22,386999999999716;315,0
0 days 01:41:16.439000;2026015;NOR;1;26,0;2,0;False;HARD;15,0;True;McLaren;0 days 01:39:53.036000;5,0;False;True;83,403;29,35;17,894;36,159;23,00799999999981;320,0
0 days 01:42:40.335000;2026015;NOR;1;27,0;2,0;False;HARD;16,0;True;McLaren;0 days 01:41:16.439000;5,0;False;True;83,896;29,426;18,011;36,459;23,31800000000021;313,0
0 days 01:44:04.375000;2026015;NOR;1;28,0;2,0;False;HARD;17,0;True;McLaren;0 days 01:42:40.335000;5,0;False;True;84,04;29,538;17,988;36,514;24,02599999999984;316,0
0 days 01:45:28.455000;2026015;NOR;1;29,0;2,0;False;HARD;18,0;True;McLaren;0 days 01:44:04.375000;5,0;False;True;84,08;29,692;17,992;36,396;24,676000000000386;317,0
0 days 01:46:52.416000;2026015;NOR;1;30,0;2,0;False;HARD;19,0;True;McLaren;0 days 01:45:28.455000;5,0;False;True;83,961;29,515;17,966;36,48;25,269999999999527;315,0
0 days 01:48:16.510000;2026015;NOR;1;31,0;2,0;False;HARD;20,0;True;McLaren;0 days 01:46:52.416000;5,0;False;True;84,094;29,604;17,958;36,532;25,958999999999833;315,0
0 days 01:49:40.585000;2026015;NOR;1;32,0;2,0;False;HARD;21,0;True;McLaren;0 days 01:48:16.510000;5,0;False;True;84,075;29,481;17,98;36,614;26,90599999999995;316,0
0 days 01:51:05.375000;2026015;NOR;1;33,0;2,0;False;HARD;22,0;True;McLaren;0 days 01:49:40.585000;5,0;False;True;84,79;30,039;18,027;36,724;27,440999999999804;317,0
0 days 01:52:58.107000;2026015;NOR;1;34,0;2,0;False;HARD;23,0;True;McLaren;0 days 01:51:05.375000;6,0;False;False;112,732;39,736;22,345;50,651;28,39300000000003;297,0
0 days 01:54:27.541000;2026015;NOR;1;35,0;3,0;False;MEDIUM;1,0;True;McLaren;0 days 01:52:58.107000;8,0;False;False;89,434;34,977;17,783;36,674;43,53300000000036;323,0
0 days 01:55:50.865000;2026015;NOR;1;36,0;3,0;True;MEDIUM;2,0;True;McLaren;0 days 01:54:27.541000;8,0;False;True;83,324;29,282;17,819;36,223;49,94999999999982;320,0
0 days 01:57:14.313000;2026015;NOR;1;37,0;3,0;False;MEDIUM;3,0;True;McLaren;0 days 01:55:50.865000;8,0;False;True;83,448;29,399;17,652;36,397;50,54500000000007;326,0
0 days 01:58:37.736000;2026015;NOR;1;38,0;3,0;False;MEDIUM;4,0;True;McLaren;0 days 01:57:14.313000;7,0;False;True;83,423;29,202;17,867;36,354;51,15400000000045;318,0
0 days 02:00:01.737000;2026015;NOR;1;39,0;3,0;False;MEDIUM;5,0;True;McLaren;0 days 01:58:37.736000;6,0;False;True;84,001;29,482;18,144;36,375;51,71399999999994;326,0
0 days 02:01:25.134000;2026015;NOR;1;40,0;3,0;False;MEDIUM;6,0;True;McLaren;0 days 02:00:01.737000;6,0;False;True;83,397;29,188;17,861;36,348;52,97699999999986;314,0
0 days 02:02:48.896000;2026015;NOR;1;41,0;3,0;False;MEDIUM;7,0;True;McLaren;0 days 02:01:25.134000;6,0;False;True;83,762;29,481;18,0;36,281;53,45899999999983;316,0
0 days 02:04:12.243000;2026015;NOR;1;42,0;3,0;False;MEDIUM;8,0;True;McLaren;0 days 02:02:48.896000;5,0;False;True;83,347;29,334;17,955;36,058;54,14800000000014;315,0
0 days 02:05:35.529000;2026015;NOR;1;43,0;3,0;True;MEDIUM;9,0;True;McLaren;0 days 02:04:12.243000;5,0;False;True;83,286;29,377;17,865;36,044;54,44100000000071;318,0
0 days 02:06:58.721000;2026015;NOR;1;44,0;3,0;True;MEDIUM;10,0;True;McLaren;0 days 02:05:35.529000;5,0;False;True;83,192;29,308;17,809;36,075;54,83400000000074;317,0
0 days 02:08:21.607000;2026015;NOR;1;45,0;3,0;True;MEDIUM;11,0;True;McLaren;0 days 02:06:58.721000;5,0;False;True;82,886;29,236;17,8;35,85;55,16999999999916;319,0
0 days 02:09:44.515000;2026015;NOR;1;46,0;3,0;False;MEDIUM;12,0;True;McLaren;0 days 02:08:21.607000;5,0;False;True;82,908;29,05;17,644;36,214;54,57899999999972;323,0
0 days 02:11:07.293000;2026015;NOR;1;47,0;3,0;True;MEDIUM;13,0;True;McLaren;0 days 02:09:44.515000;5,0;False;True;82,778;29,083;17,798;35,897;53,735999999999876;322,0
0 days 02:12:30.246000;2026015;NOR;1;48,0;3,0;False;MEDIUM;14,0;True;McLaren;0 days 02:11:07.293000;5,0;False;True;82,953;29,106;17,743;36,104;53,48099999999977;319,0
0 days 02:13:53.050000;2026015;NOR;1;49,0;3,0;False;MEDIUM;15,0;True;McLaren;0 days 02:12:30.246000;5,0;False;True;82,804;29,043;17,88;35,881;53,400000000000546;315,0
0 days 02:15:15.813000;2026015;NOR;1;50,0;3,0;True;MEDIUM;16,0;True;McLaren;0 days 02:13:53.050000;5,0;False;True;82,763;29,057;17,845;35,861;53,36000000000058;315,0
0 days 02:16:38.411000;2026015;NOR;1;51,0;3,0;True;MEDIUM;17,0;True;McLaren;0 days 02:15:15.813000;5,0;False;True;82,598;29,032;17,854;35,712;53,03600000000006;316,0
0 days 02:18:01.195000;2026015;NOR;1;52,0;3,0;False;MEDIUM;18,0;True;McLaren;0 days 02:16:38.411000;5,0;False;True;82,784;29,077;17,781;35,926;52,8720000000003;319,0
0 days 02:19:23.553000;2026015;NOR;1;53,0;3,0;True;MEDIUM;19,0;True;McLaren;0 days 02:18:01.195000;5,0;False;True;82,358;28,979;17,78;35,599;52,54999999999927;318,0
0 days 02:20:46.349000;2026015;NOR;1;54,0;3,0;False;MEDIUM;20,0;True;McLaren;0 days 02:19:23.553000;5,0;False;True;82,796;29,006;17,779;36,011;51,83899999999994;318,0
0 days 02:22:09.216000;2026015;NOR;1;55,0;3,0;False;MEDIUM;21,0;True;McLaren;0 days 02:20:46.349000;5,0;False;True;82,867;29,076;17,822;35,969;51,534999999999854;317,0
0 days 02:23:32.059000;2026015;NOR;1;56,0;3,0;False;MEDIUM;22,0;True;McLaren;0 days 02:22:09.216000;5,0;False;True;82,843;29,096;17,831;35,916;51,73199999999997;318,0
0 days 02:24:55.475000;2026015;NOR;1;57,0;3,0;False;MEDIUM;23,0;True;McLaren;0 days 02:23:32.059000;5,0;False;True;83,416;29,563;17,762;36,091;51,8179999999993;320,0
0 days 02:26:18.521000;2026015;NOR;1;58,0;3,0;False;MEDIUM;24,0;True;McLaren;0 days 02:24:55.475000;5,0;False;True;83,046;29,171;17,845;36,03;52,04600000000028;314,0
0 days 01:03:57.959000;2026015;GAS;10;1,0;1,0;False;MEDIUM;1,0;True;Alpine;0 days 01:02:19.743000;9,0;False;False;97,98;0,0;18,682;38,91;0,0;324,0
0 days 01:05:25.240000;2026015;GAS;10;2,0;1,0;True;MEDIUM;2,0;True;Alpine;0 days 01:03:57.959000;9,0;False;True;87,281;31,136;17,996;38,149;5,286000000000058;334,0
0 days 01:06:51.611000;2026015;GAS;10;3,0;1,0;True;MEDIUM;3,0;True;Alpine;0 days 01:05:25.240000;9,0;False;True;86,371;30,613;17,818;37,94;7,559999999999945;333,0
0 days 01:08:17.505000;2026015;GAS;10;4,0;1,0;True;MEDIUM;4,0;True;Alpine;0 days 01:06:51.611000;9,0;False;True;85,894;30,427;17,771;37,696;7,48700000000008;327,0
0 days 01:09:44.545000;2026015;GAS;10;5,0;1,0;False;MEDIUM;5,0;True;Alpine;0 days 01:08:17.505000;9,0;True;True;87,04;30,983;17,647;38,41;8,592000000000098;334,0
0 days 01:11:10.534000;2026015;GAS;10;6,0;1,0;False;MEDIUM;6,0;True;Alpine;0 days 01:09:44.545000;9,0;False;True;85,989;30,696;17,8;37,493;11,614999999999782;331,0
0 days 01:12:35.613000;2026015;GAS;10;7,0;1,0;True;MEDIUM;7,0;True;Alpine;0 days 01:11:10.534000;9,0;False;True;85,079;29,873;17,815;37,391;12,964999999999236;330,0
0 days 01:14:00.577000;2026015;GAS;10;8,0;1,0;True;MEDIUM;8,0;True;Alpine;0 days 01:12:35.613000;9,0;False;True;84,964;29,969;17,697;37,298;13,945000000000618;332,0
0 days 01:15:26.018000;2026015;GAS;10;9,0;1,0;False;MEDIUM;9,0;True;Alpine;0 days 01:14:00.577000;9,0;False;True;85,441;30,052;17,651;37,738;13,719000000000051;334,0
0 days 01:16:52.687000;2026015;GAS;10;10,0;1,0;False;MEDIUM;10,0;True;Alpine;0 days 01:15:26.018000;10,0;False;True;86,669;30,475;17,8;38,394;13,181999999999789;327,0
0 days 01:18:37.508000;2026015;GAS;10;11,0;1,0;False;MEDIUM;11,0;True;Alpine;0 days 01:16:52.687000;12,0;False;False;104,821;30,082;17,797;56,942;15,738999999999578;329,0
0 days 01:20:35.580000;2026015;GAS;10;12,0;2,0;False;HARD;1,0;True;Alpine;0 days 01:18:37.508000;11,0;False;False;118,072;42,291;29,532;46,249;36,59299999999985;279,0
0 days 01:22:27.214000;2026015;GAS;10;13,0;2,0;False;HARD;2,0;True;Alpine;0 days 01:20:35.580000;11,0;False;False;111,634;40,653;30,489;40,492;28,725000000000364;274,0
0 days 01:23:52.962000;2026015;GA0S;10;14,0;2,0;False;HARD;3,0;True;Alpine;0 days 01:22:27.214000;11,0;False;True;85,748;30,752;17,982;37,014;22,699999999999818;324,0
0 days 01:25:17.785000;2026015;GAS;10;15,0;2,0;True;HARD;4,0;True;Alpine;0 days 01:23:52.962000;11,0;False;True;84,823;29,928;17,954;36,941;21,35400000000027;327,0
0 days 01:26:42.475000;2026015;GAS;10;16,0;2,0;True;HARD;5,0;True;Alpine;0 days 01:25:17.785000;11,0;False;True;84,69;29,817;17,81;37,063;23,35199999999986;326,0
0 days 01:28:07.678000;2026015;GAS;10;17,0;2,0;False;HARD;6,0;True;Alpine;0 days 01:26:42.475000;11,0;False;True;85,203;29,868;17,693;37,642;25,119000000000597;331,0
0 days 01:29:48.903000;2026015;GAS;10;18,0;2,0;False;HARD;7,0;True;Alpine;0 days 01:28:07.678000;11,0;False;False;101,225;30,704;25,668;44,853;27,55699999999979;327,0
0 days 01:31:41.853000;2026015;GAS;10;19,0;2,0;False;HARD;8,0;True;Alpine;0 days 01:29:48.903000;10,0;False;False;112,95;41,395;25,752;45,803;39,802999999999884;300,0
0 days 01:33:08.431000;2026015;GAS;10;20,0;2,0;False;HARD;9,0;True;Alpine;0 days 01:31:41.853000;11,0;False;True;86,578;31,057;17,719;37,802;37,496000000000095;332,0
0 days 01:34:34.109000;2026015;GAS;10;21,0;2,0;False;HARD;10,0;True;Alpine;0 days 01:33:08.431000;10,0;False;True;85,678;30,591;17,995;37,092;33,13799999999992;321,0
0 days 01:35:58.695000;2026015;GAS;10;22,0;2,0;True;HARD;11,0;True;Alpine;0 days 01:34:34.109000;10,0;False;True;84,586;29,74;17,913;36,933;36,14600000000064;323,0
0 days 01:37:23.194000;2026015;GAS;10;23,0;2,0;True;HARD;12,0;True;Alpine;0 days 01:35:58.695000;10,0;False;True;84,499;29,633;17,823;37,043;37,840000000000146;323,0
0 days 01:38:48.046000;2026015;GAS;10;24,0;2,0;False;HARD;13,0;True;Alpine;0 days 01:37:23.194000;10,0;False;True;84,852;30,053;17,852;36,947;39,51100000000042;322,0
0 days 01:40:12.586000;2026015;GAS;10;25,0;2,0;False;HARD;14,0;True;Alpine;0 days 01:38:48.046000;10,0;False;True;84,54;29,816;17,886;36,838;40,896999999999935;320,0
0 days 01:41:37.357000;2026015;GAS;10;26,0;2,0;False;HARD;15,0;True;Alpine;0 days 01:40:12.586000;10,0;False;True;84,771;29,94;17,957;36,874;42,55799999999999;321,0
0 days 01:43:02.018000;2026015;GAS;10;27,0;2,0;False;HARD;16,0;True;Alpine;0 days 01:41:37.357000;10,0;False;True;84,661;29,68;17,895;37,086;44,235999999999876;319,0
0 days 01:44:26.813000;2026015;GAS;10;28,0;2,0;False;HARD;17,0;True;Alpine;0 days 01:43:02.018000;10,0;False;True;84,795;29,776;17,975;37,044;45,70899999999983;319,0
0 days 01:45:51.909000;2026015;GAS;10;29,0;2,0;False;HARD;18,0;True;Alpine;0 days 01:44:26.813000;10,0;False;True;85,096;29,838;18,01;37,248;47,11400000000049;317,0
0 days 01:47:17.151000;2026015;GAS;10;30,0;2,0;False;HARD;19,0;True;Alpine;0 days 01:45:51.909000;10,0;False;True;85,242;30,259;17,917;37,066;48,72399999999925;323,0
0 days 01:48:42.422000;2026015;GAS;10;31,0;2,0;False;HARD;20,0;True;Alpine;0 days 01:47:17.151000;10,0;False;True;85,271;30,213;17,873;37,185;50,693999999999505;322,0
0 days 01:50:07.624000;2026015;GAS;10;32,0;2,0;False;HARD;21,0;True;Alpine;0 days 01:48:42.422000;10,0;False;True;85,202;30,2;17,946;37,056;52,8179999999993;321,0
0 days 01:51:39.900000;2026015;GAS;10;33,0;2,0;False;HARD;22,0;True;Alpine;0 days 01:50:07.624000;9,0;False;False;92,276;30,216;18,086;43,974;54,47999999999956;318,0
0 days 01:53:11.144000;2026015;GAS;10;34,0;2,0;False;HARD;23,0;True;Alpine;0 days 01:51:39.900000;9,0;False;False;91,244;35,755;18,14;37,349;62,917999999999665;314,0
0 days 01:54:36.173000;2026015;GAS;10;35,0;2,0;False;HARD;24,0;True;Alpine;0 days 01:53:11.144000;9,0;False;True;85,029;30,064;17,915;37,05;56,57000000000062;318,0
0 days 01:56:01.350000;2026015;GAS;10;36,0;2,0;False;HARD;25,0;True;Alpine;0 days 01:54:36.173000;9,0;False;True;85,177;29,89;17,876;37,411;58,581999999999425;323,0
0 days 01:57:27.683000;2026015;GAS;10;37,0;2,0;False;HARD;26,0;True;Alpine;0 days 01:56:01.350000;10,0;False;True;86,333;30,147;18,019;38,167;61,030000000000655;319,0
0 days 01:58:53.777000;2026015;GAS;10;38,0;2,0;False;HARD;27,0;True;Alpine;0 days 01:57:27.683000;9,0;False;True;86,094;30,547;17,76;37,787;64,52400000000034;334,0
0 days 02:00:19.042000;2026015;GAS;10;39,0;2,0;False;HARD;28,0;True;Alpine;0 days 01:58:53.777000;9,0;False;True;85,265;30,113;17,989;37,163;67,75500000000011;319,0
0 days 02:01:45.174000;2026015;GAS;10;40,0;2,0;False;HARD;29,0;True;Alpine;0 days 02:00:19.042000;10,0;False;True;86,132;30,738;17,773;37,621;70,28200000000015;325,0
0 days 02:03:10.493000;2026015;GAS;10;41,0;2,0;False;HARD;30,0;True;Alpine;0 days 02:01:45.174000;10,0;False;True;85,319;30,039;17,873;37,407;73,4989999999998;323,0
0 days 02:04:35.372000;2026015;GAS;10;42,0;2,0;False;HARD;31,0;True;Alpine;0 days 02:03:10.493000;10,0;False;True;84,879;29,776;17,899;37,204;75,7450000000008;319,0
0 days 02:06:00.349000;2026015;GAS;10;43,0;2,0;False;HARD;32,0;True;Alpine;0 days 02:04:35.372000;10,0;False;True;84,977;30,015;17,902;37,06;77,57000000000062;322,0
0 days 02:07:25.377000;2026015;GAS;10;44,0;2,0;False;HARD;33,0;True;Alpine;0 days 02:06:00.349000;10,0;False;True;85,028;29,992;17,897;37,139;79,65400000000045;322,0
0 days 02:08:52.552000;2026015;GAS;10;45,0;2,0;False;HARD;34,0;True;Alpine;0 days 02:07:25.377000;10,0;False;True;87,175;30,63;18,626;37,919;81,82600000000002;307,0
0 days 02:10:17.905000;2026015;GAS;10;46,0;2,0;False;HARD;35,0;True;Alpine;0 days 02:08:52.552000;10,0;False;True;85,353;30,097;17,911;37,345;85,52399999999943;321,0
0 days 02:11:44.402000;2026015;GAS;10;47,0;2,0;False;HARD;36,0;True;Alpine;0 days 02:10:17.905000;10,0;False;True;86,497;29,971;18,379;38,147;87,1259999999993;316,0
0 days 02:13:09.384000;2026015;GAS;10;48,0;2,0;False;HARD;37,0;True;Alpine;0 days 02:11:44.402000;10,0;False;True;84,982;29,911;17,794;37,277;90,59000000000015;324,0
0 days 02:14:34.665000;2026015;GAS;10;49,0;2,0;False;HARD;38,0;True;Alpine;0 days 02:13:09.384000;10,0;False;True;85,281;30,1;17,949;37,232;92,53800000000047;318,0
0 days 02:15:59.592000;2026015;GAS;10;50,0;2,0;False;HARD;39,0;True;Alpine;0 days 02:14:34.665000;10,0;False;True;84,927;30,004;17,925;36,998;94,97500000000036;319,0
0 days 02:17:26.052000;2026015;GAS;10;51,0;2,0;False;HARD;40,0;True;Alpine;0 days 02:15:59.592000;10,0;False;True;86,46;30,17;18,244;38,046;96,8149999999996;321,0
0 days 02:18:52.579000;2026015;GAS;10;52,0;2,0;False;HARD;41,0;True;Alpine;0 days 02:17:26.052000;10,0;False;True;86,527;31,448;17,854;37,225;100,51299999999992;326,0
0 days 02:20:17.369000;2026015;GAS;10;53,0;2,0;False;HARD;42,0;True;Alpine;0 days 02:18:52.579000;10,0;False;True;84,79;29,893;17,911;36,986;103,93399999999929;320,0
0 days 02:21:41.889000;2026015;GAS;10;54,0;2,0;False;HARD;43,0;True;Alpine;0 days 02:20:17.369000;10,0;False;True;84,52;29,789;17,954;36,777;105,65500000000065;318,0
0 days 02:23:06.484000;2026015;GAS;10;55,0;2,0;False;HARD;44,0;True;Alpine;0 days 02:21:41.889000;10,0;False;True;84,595;29,659;17,851;37,085;107,07499999999891;320,0
0 days 02:24:30.970000;2026015;GAS;10;56,0;2,0;True;HARD;45,0;True;Alpine;0 days 02:23:06.484000;10,0;False;True;84,486;29,844;17,894;36,748;109,0;320,0
0 days 02:25:55.807000;2026015;GAS;10;57,0;2,0;False;HARD;46,0;True;Alpine;0 days 02:24:30.970000;10,0;False;True;84,837;29,814;17,848;37,175;110,72899999999936;320,0
0 days 01:04:02.536000;2026015;PER;11;1,0;1,0;False;MEDIUM;1,0;True;Cadillac;0 days 01:02:19.743000;19,0;False;False;102,557;0,0;19,226;40,448;0,0;327,0
0 days 01:05:31.299000;2026015;PER;11;2,0;1,0;True;MEDIUM;2,0;True;Cadillac;0 days 01:04:02.536000;19,0;False;True;88,763;31,753;18,188;38,822;9,863000000000284;333,0
0 days 01:06:59.393000;2026015;PER;11;3,0;1,0;True;MEDIUM;3,0;True;Cadillac;0 days 01:05:31.299000;18,0;False;True;88,094;31,672;18,037;38,385;13,619000000000142;334,0
0 days 01:08:26.615000;2026015;PER;11;4,0;1,0;True;MEDIUM;4,0;True;Cadillac;0 days 01:06:59.393000;18,0;False;True;87,222;30,827;18,195;38,2;15,269000000000233;325,0
0 days 01:09:54.640000;2026015;PER;11;5,0;1,0;False;MEDIUM;5,0;True;Cadillac;0 days 01:08:26.615000;18,0;False;True;88,025;31,295;18,506;38,224;17,70199999999977;318,0
0 days 01:11:22.235000;2026015;PER;11;6,0;1,0;False;MEDIUM;6,0;True;Cadillac;0 days 01:09:54.640000;18,0;False;True;87,595;31,178;18,288;38,129;21,710000000000036;320,0
0 days 01:12:49.860000;2026015;PER;11;7,0;1,0;False;MEDIUM;7,0;True;Cadillac;0 days 01:11:22.235000;18,0;False;True;87,625;31,003;18,3;38,322;24,665999999999258;318,0
0 days 01:14:17.044000;2026015;PER;11;8,0;1,0;True;MEDIUM;8,0;True;Cadillac;0 days 01:12:49.860000;18,0;False;True;87,184;30,946;18,193;38,045;28,192000000000007;320,0
0 days 01:15:44.094000;2026015;PER;11;9,0;1,0;True;MEDIUM;9,0;True;Cadillac;0 days 01:14:17.044000;17,0;False;True;87,05;30,807;18,233;38,01;30,185999999999694;320,0
0 days 01:17:11.689000;2026015;PER;11;10,0;1,0;False;MEDIUM;10,0;True;Cadillac;0 days 01:15:44.094000;17,0;False;True;87,595;30,981;18,397;38,217;31,25799999999981;315,0
0 days 01:18:49.564000;2026015;PER;11;11,0;1,0;False;MEDIUM;11,0;True;Cadillac;0 days 01:17:11.689000;14,0;False;False;97,875;31,102;18,422;48,351;34,740999999999985;316,0
0 days 01:20:46.101000;2026015;PER;11;12,0;1,0;False;MEDIUM;12,0;True;Cadillac;0 days 01:18:49.564000;14,0;False;False;116,537;43,311;24,555;48,671;48,64900000000034;311,0
0 days 01:22:36.102000;2026015;PER;11;13,0;1,0;False;MEDIUM;13,0;True;Cadillac;0 days 01:20:46.101000;14,0;False;False;110,001;41,541;26,385;42,075;39,246000000000095;300,0
0 days 01:24:03.186000;2026015;PER;11;14,0;1,0;False;MEDIUM;14,0;True;Cadillac;0 days 01:22:36.102000;14,0;False;True;87,084;30,356;18,641;38,087;31,587999999999738;312,0
0 days 01:25:31.323000;2026015;PER;11;15,0;1,0;False;MEDIUM;15,0;True;Cadillac;0 days 01:24:03.186000;14,0;False;True;88,137;30,957;18,323;38,857;31,57799999999952;318,0
0 days 01:27:02.600000;2026015;PER;11;16,0;1,0;False;MEDIUM;16,0;True;Cadillac;0 days 01:25:31.323000;15,0;False;True;91,277;31,938;19,006;40,333;36,89000000000033;311,0
0 days 01:28:31.215000;2026015;PER;11;17,0;1,0;False;MEDIUM;17,0;True;Cadillac;0 days 01:27:02.600000;15,0;False;True;88,615;31,493;18,417;38,705;45,2440000000006;318,0
0 days 01:30:37.299000;2026015;PER;11;18,0;1,0;False;MEDIUM;18,0;True;Cadillac;0 days 01:28:31.215000;16,0;False;False;126,084;35,121;24,446;66,517;51,09400000000005;308,0
0 days 01:32:20.658000;2026015;PER;11;19,0;2,0;False;HARD;1,0;True;Cadillac;0 days 01:30:37.299000;16,0;False;False;103,359;45,6;19,548;38,211;88,19899999999961;318,0
0 days 01:33:47.148000;2026015;PER;11;20,0;2,0;True;HARD;2,0;True;Cadillac;0 days 01:32:20.658000;16,0;False;True;86,49;30,352;18,323;37,815;76,30100000000039;315,0
0 days 01:35:14.410000;2026015;PER;11;21,0;2,0;False;HARD;3,0;True;Cadillac;0 days 01:33:47.148000;16,0;False;True;87,262;30,52;18,341;38,401;71,85500000000047;315,0
0 days 01:36:43.493000;2026015;PER;11;22,0;2,0;False;HARD;4,0;True;Cadillac;0 days 01:35:14.410000;16,0;False;True;89,083;32,306;18,051;38,726;76,44700000000012;325,0
0 days 01:38:10.950000;2026015;PER;11;23,0;2,0;False;HARD;5,0;True;Cadillac;0 days 01:36:43.493000;16,0;False;True;87,457;31,521;18,152;37,784;82,63800000000083;323,0
0 days 01:39:40.234000;2026015;PER;11;24,0;2,0;False;HARD;6,0;True;Cadillac;0 days 01:38:10.950000;16,0;False;True;89,284;30,505;18,594;40,185;87,26699999999983;321,0
0 days 01:41:07.327000;2026015;PER;11;25,0;2,0;False;HARD;7,0;True;Cadillac;0 days 01:39:40.234000;16,0;False;True;87,093;30,785;18,117;38,191;93,08500000000004;321,0
0 days 01:42:35.915000;2026015;PER;11;26,0;2,0;False;HARD;8,0;True;Cadillac;0 days 01:41:07.327000;16,0;False;True;88,588;32,306;18,158;38,124;97,29899999999998;323,0
